company_number,company_name,company_status,company_type,date_of_creation,address_line_1,address_line_2,locality,postal_code,country,sic_codes,name_norm,outward_postcode,match_key,accounts_type,last_accounts_made_up_to,next_accounts_due,has_recent_accounts,accounts_overdue,sic_codes_ch,is_group_like,parent_name,parent_postcode,parent_match_key,parent_in_esos,covered_by_group,age_years,primary_sic,sector,esos_score
SC482956,M&M PARCEL LIMITED,active,ltd,2014-07-28,105 Skylark Wynd,,Motherwell,ML1 1AP,Scotland,['82990'],MANDMPARCEL,ML1,MANDMPARCEL|ML1,total-exemption-full,2019-10-31,2021-07-31,True,True,82990,False,,,,False,False,11.436002737850787,82990,Buildings,3
SC520902,WIN WIN UNIVERSAL LIMITED,active,ltd,2015-11-23,1948 Dumbarton Road,,Glasgow,G14 0HH,Scotland,"['47910', '69202']",WINWINUNIVERSAL,G14,WINWINUNIVERSAL|G14,micro-entity,2018-11-30,2020-11-30,True,True,47910;69202,True,,,,False,False,10.113620807665983,47910,Other,3
SC570633,NU-INNOVATIONS CONSTRUCTION LTD,active,ltd,2017-07-06,Unit 22 26 Dumbryden Road,Dumbryden Industrial Estate,Edinburgh,EH14 2AB,Scotland,['43320'],NUINNOVATIONSCONSTRUCTION,EH14,NUINNOVATIONSCONSTRUCTION|EH14,total-exemption-full,2020-07-31,2022-04-30,True,True,43320,False,,,,False,False,8.49555099247091,43320,Buildings,3
SC577430,W AMJID CONSULTANCY LIMITED,active,ltd,2017-09-28,4d Auchingramont Road,,Hamilton,ML3 6JT,Scotland,"['62020', '70221']",WAMJIDCONSULTANCY,ML3,WAMJIDCONSULTANCY|ML3,dormant,2020-09-30,2022-06-30,True,True,62020;70221,True,,,,False,False,8.265571526351813,62020,Other,3
SC637064,SUPREME INNOVATIVE SOLUTIONS LIMITED,active,ltd,2019-07-25,24 Alness Crescent Glasgow,Alness Crescent,Glasgow,G52 1PJ,Scotland,"['43210', '43220', '43310', '43320']",SUPREMEINNOVATIVESOLUTIONS,G52,SUPREMEINNOVATIVESOLUTIONS|G52,,,2021-04-25,False,True,43210;43220;43310;43320,True,,,,False,False,6.444900752908967,43210,Buildings,3
SC640706,PURE 'N' SIMPLE (SCOTLAND) LIMITED,active,ltd,2019-09-04,3 Heathland Park,Kinellar,Aberdeen,AB21 0SG,Scotland,"['81221', '81299']",PURENSIMPLESCOTLAND,AB21,PURENSIMPLESCOTLAND|AB21,,,2021-06-04,False,True,81221;81299,True,,,,False,False,6.33264887063655,81221,Buildings,3
SC643113,J PHILLIPS SERVICES LTD,active,ltd,2019-09-30,31 Whinhill Court,,Greenock,PA15 4JD,Scotland,"['33170', '43341', '43999']",JPHILLIPS,PA15,JPHILLIPS|PA15,,,2021-06-30,False,True,33170;43341;43999,True,,,,False,False,6.261464750171116,33170,Industrial,3
SC658348,DCI WHOLESALE LIMITED,active,ltd,2020-03-26,5 Tarbet Street,,Gourock,PA19 1UF,Scotland,['46380'],DCIWHOLESALE,PA19,DCIWHOLESALE|PA19,total-exemption-full,2025-03-31,2026-12-31,True,False,46380,False,,,,False,False,5.774127310061601,46380,Other,3
00700529,WINEMAKERS CHOICE LIMITED,active,ltd,1961-08-10,Sabmiller House,Church Street West,Woking,GU21 6HS,United Kingdom,['99999'],WINEMAKERSCHOICE,GU21,WINEMAKERSCHOICE|GU21,total-exemption-full,2012-03-31,2013-12-31,True,True,99999,False,,,,False,False,64.39972621492129,99999,Other,2
07789330,ELITE ELECTRICAL CONNECT LIMITED,active,ltd,2011-09-27,3 Kensworth Gate,200-204 High Street South,Dunstable,LU6 3HS,,['43210'],ELITEELECTRICALCONNECT,LU6,ELITEELECTRICALCONNECT|LU6,total-exemption-full,2023-09-30,2025-06-30,True,True,43210,False,,,,False,False,14.269678302532512,43210,Buildings,2
08547427,BADDESLEY ACCIDENT & HIRE SERVICES LTD,active,ltd,2013-05-29,12 Elsperth Road,,Wembley,HA0 2BW,England,['66190'],BADDESLEYACCIDENTANDHIRE,HA0,BADDESLEYACCIDENTANDHIRE|HA0,total-exemption-full,2023-05-31,2025-02-28,True,True,66190,False,,,,False,False,12.59958932238193,66190,Other,2
10236844,C&E AMERY LIMITED,active,ltd,2016-06-17,77 Hampton Crescent East,Cyncoed,Cardiff,CF23 6RG,Wales,['96090'],CANDEAMERY,CF23,CANDEAMERY|CF23,total-exemption-full,2023-07-31,2025-04-30,True,True,96090,False,,,,False,False,9.546885694729637,96090,Other,2
10534377,BOLTON SHAWARMA LIMITED,active,ltd,2016-12-21,136 Debrby Street,,Bolton,BL3 6JR,United Kingdom,['56103'],BOLTONSHAWARMA,BL3,BOLTONSHAWARMA|BL3,total-exemption-full,2023-12-31,2025-09-30,True,True,56103,False,,,,False,False,9.034907597535934,56103,Other,2
11344781,SF TRADING ONLINE LTD,active,ltd,2018-05-03,Unit 7 Sherwood Network Centre,Sherwood Energy Village,Ollerton,NG22 9FD,England,"['47910', '52103']",SFTRADINGONLINE,NG22,SFTRADINGONLINE|NG22,unaudited-abridged,2022-05-31,2024-02-29,True,True,47910;52103,True,,,,False,False,7.671457905544147,47910,Other,2
11464308,SDCY SERVICES LIMITED,active,ltd,2018-07-13,137 Gilbourne Road,,London,SE18 2NX,United Kingdom,"['86900', '87200']",SDCY,SE18,SDCY|SE18,micro-entity,2021-07-31,2023-04-30,True,True,86900;87200,True,,,,False,False,7.477070499657769,86900,Other,2
11466848,GTECH SELECTION LTD,active,ltd,2018-07-16,71 High Storrs Drive,,Sheffield,S11 7LN,England,"['78109', '78200']",GTECHSELECTION,S11,GTECHSELECTION|S11,unaudited-abridged,2023-07-31,2025-04-30,True,True,78109;78200,True,,,,False,False,7.468856947296373,78109,Other,2
11708736,TETOZLIVING CARE SERVICES LTD,active,ltd,2018-12-03,10 Young Road,,London,E16 3RP,United Kingdom,"['55900', '87900']",TETOZLIVINGCARE,E16,TETOZLIVINGCARE|E16,dormant,2022-12-31,2024-09-30,True,True,55900;87900,True,,,,False,False,7.085557837097878,55900,Other,2
12326630,CONTINENTAL BUSINESS AND SERVICES LTD,active,ltd,2019-11-21,30 Lonsdale Road,,Nottingham,NG7 3DU,England,['81299'],CONTINENTALBUSINESSAND,NG7,CONTINENTALBUSINESSAND|NG7,total-exemption-full,2020-11-30,2022-08-31,True,True,81299,False,,,,False,False,6.119096509240246,81299,Buildings,2
12332552,SWISS COTTAGE DRY CLEANING LTD,active,ltd,2019-11-25,11 Fairhazel Gardens,,London,NW6 3QE,England,['96010'],SWISSCOTTAGEDRYCLEANING,NW6,SWISSCOTTAGEDRYCLEANING|NW6,unaudited-abridged,2024-11-30,2026-08-31,True,False,96010,False,,,,False,False,6.108145106091718,96010,Other,2
12414898,DREAMSCAPE AND MAINTENANCE LTD,active,ltd,2020-01-20,40 Oakmere Lane,,Potters Bar,EN6 5LT,England,['81300'],DREAMSCAPEANDMAINTENANCE,EN6,DREAMSCAPEANDMAINTENANCE|EN6,total-exemption-full,2023-01-31,2024-10-31,True,True,81300,False,,,,False,False,5.95482546201232,81300,Buildings,2
12458831,BUILD MASTER NW LTD,active,ltd,2020-02-12,Unit 11 Bingswood Trading Estate,Whaley Bridge,High Peak,SK23 7LY,England,['43390'],BUILDMASTERNW,SK23,BUILDMASTERNW|SK23,total-exemption-full,2021-02-28,2023-05-31,True,True,43390,False,,,,False,False,5.891854893908282,43390,Buildings,2
12487090,RVR AUTO GROUP LIMITED T/A RANDYS VEHICLE RECOVERY LTD,active,ltd,2020-02-27,483 Green Lanes,,London,N13 4BS,United Kingdom,['45200'],RVRAUTOGROUPLIMITEDTARANDYSVEHICLERECOVERY,N13,RVRAUTOGROUPLIMITEDTARANDYSVEHICLERECOVERY|N13,micro-entity,2023-04-30,2025-01-31,True,True,45200,True,,,,False,False,5.8507871321013,45200,Other,2
NI013707,J.D. COULSON & CO LIMITED,active,ltd,1979-06-29,35(A) Irish Street,Downpatrick,Co.Down,BT30 6BW,,,JDCOULSONANDCO,BT30,JDCOULSONANDCO|BT30,full,1999-07-31,2001-05-31,True,True,,False,,,,False,False,46.5160848733744,,Other,2
SC386356,WHITELAW ELECTRICAL SERVICES LIMITED,active,ltd,2010-10-01,28 Linndale Oval,Castlemilk,Glasgow,G45 9QT,,['43210'],WHITELAWELECTRICAL,G45,WHITELAWELECTRICAL|G45,total-exemption-full,2021-10-31,2023-07-31,True,True,43210,False,,,,False,False,15.2580424366872,43210,Buildings,2
SC449423,PIVOTAL SCOTLAND LTD,active,ltd,2013-05-07,C/O Prmier Accounting 15 Townhead,Kirkintilloch,Glasgow,G66 1NG,Scotland,['85590'],PIVOTALSCOTLAND,G66,PIVOTALSCOTLAND|G66,total-exemption-full,2021-05-31,2023-02-28,True,True,85590,False,,,,False,False,12.659822039698836,85590,Other,2
SC455938,"A,T & B LTD.",active,ltd,2013-08-02,2b Kingston Estate,Ardgowan Street,Port Glasgow,PA14 5DG,Scotland,['47990'],ATANDB,PA14,ATANDB|PA14,total-exemption-full,2021-08-31,2023-05-31,True,True,47990,False,,,,False,False,12.421629021218344,47990,Other,2
SC464974,FINNMAR LTD,active,ltd,2013-12-02,2 Armour Place,,Ardrossan,KA22 7JB,,['33190'],FINNMAR,KA22,FINNMAR|KA22,total-exemption-full,2020-12-31,2022-09-30,True,True,33190,False,,,,False,False,12.087611225188228,33190,Industrial,2
SC490891,OBAN FISH COMPANY LTD,active,ltd,2014-11-10,Smoke House,Kilmore,Oban,PA34 4XT,,['10200'],OBANFISHCOMPANY,PA34,OBANFISHCOMPANY|PA34,total-exemption-full,2019-11-30,2021-08-31,True,True,10200,False,,,,False,False,11.148528405201917,10200,Industrial,2
SC530748,CITY HARBOUR LIMITED,active,ltd,2016-03-29,Unit 3/4  City Quay,Camperdown Street,Dundee,DD1 3JA,Scotland,['56101'],CITYHARBOUR,DD1,CITYHARBOUR|DD1,total-exemption-full,2020-02-28,2021-11-30,True,True,56101,False,,,,False,False,9.765913757700206,56101,Other,2
SC535288,G S BARBERS LTD,active,ltd,2016-05-12,13 Hope Street,,Lanark,ML11 7NL,Scotland,['96020'],GSBARBERS,ML11,GSBARBERS|ML11,total-exemption-full,2020-05-31,2022-05-31,True,True,96020,False,,,,False,False,9.645448323066393,96020,Other,2
SC555814,PARKE STONE CONTRACTS LTD,active,ltd,2017-01-27,Crask Cottage,Culbokie,Dingwall,IV7 8JS,Scotland,['43290'],PARKESTONECONTRACTS,IV7,PARKESTONECONTRACTS|IV7,unaudited-abridged,2020-01-31,2021-10-31,True,True,43290,False,,,,False,False,8.933607118412047,43290,Buildings,2
SC591276,MACO PROJECT SERVICES LTD,active,ltd,2018-03-14,58 Long Lane,Broughty Ferry,Dundee,DD5 1HH,United Kingdom,['43999'],MACOPROJECT,DD5,MACOPROJECT|DD5,total-exemption-full,2020-03-31,2022-03-31,True,True,43999,False,,,,False,False,7.808350444900753,43999,Buildings,2
SC621741,BELLA CIAO LTD,active,ltd,2019-02-19,66 Gray Street,,Dundee,DD5 2BP,Scotland,"['56103', '56290']",BELLACIAO,DD5,BELLACIAO|DD5,micro-entity,2020-02-28,2021-11-30,True,True,56103;56290,True,,,,False,False,6.872005475701574,56103,Other,2
SC637756,LOCHMILL LTD,active,ltd,2019-08-02,18 Greentree Drive,Baillieston,Glasgow,G69 7UW,United Kingdom,"['45112', '68100', '68209']",LOCHMILL,G69,LOCHMILL|G69,,,2021-05-02,False,True,45112;68100;68209,True,,,,False,False,6.422997946611909,45112,Other,2
05714284,APC DEVELOPMENTS (UK) LIMITED,active,ltd,2006-02-17,7 Redbridge Lane East,,Ilford,IG4 5ET,,['41100'],APCDEVELOPMENTSUK,IG4,APCDEVELOPMENTSUK|IG4,unaudited-abridged,2022-02-28,2024-02-23,True,True,41100,False,,,,False,False,19.876796714579054,41100,Buildings,1
07153652,HEATON COMPUTERS LTD.,active,ltd,2010-02-10,88 Heaton Moor Road,,Stockport,SK4 4NZ,,['62090'],HEATONCOMPUTERS,SK4,HEATONCOMPUTERS|SK4,total-exemption-full,2022-05-31,2024-02-29,True,True,62090,False,,,,False,False,15.89596167008898,62090,Other,1
07256308,KENILWORTH CONSULTING LTD,active,ltd,2010-05-18,18 Kenilworth Gardens,,Loughton,IG10 3AG,,['62020'],KENILWORTHCONSULTING,IG10,KENILWORTHCONSULTING|IG10,total-exemption-full,2018-06-30,2020-06-30,True,True,62020,False,,,,False,False,15.630390143737166,62020,Other,1
07881994,BTB (GRP) LIMITED,active,ltd,2011-12-14,10 Church Lane,Gaddesby,Leicester,LE7 4WE,,['33200'],BTBGRP,LE7,BTBGRP|LE7,null,,2013-09-14,False,True,33200,False,,,,False,False,14.056125941136209,33200,Industrial,1
09822897,SUBLIMITY BATHROOMS LTD,active,ltd,2015-10-13,65a Field Street,,Boston,PE21 6TR,England,['96090'],SUBLIMITYBATHROOMS,PE21,SUBLIMITYBATHROOMS|PE21,unaudited-abridged,2019-10-31,2021-07-31,True,True,96090,False,,,,False,False,10.225872689938399,96090,Other,1
11144615,VALERIAN STEEL LTD,active,ltd,2018-01-11,36 Harrington Road,,Worcester,WR2 5HD,United Kingdom,['56103'],VALERIANSTEEL,WR2,VALERIANSTEEL|WR2,total-exemption-full,2023-01-31,2024-10-31,True,True,56103,False,,,,False,False,7.9780971937029435,56103,Other,1
11317160,DENDROBIUM ADVANCED TECHNOLOGIES LIMITED,active,ltd,2018-04-18,2 Toomers Wharf,Canal Walk,Newbury,RG14 1DY,England,['96090'],DENDROBIUMADVANCEDTECHNOLOGIES,RG14,DENDROBIUMADVANCEDTECHNOLOGIES|RG14,total-exemption-full,2021-04-30,2023-04-30,True,True,96090,False,,,,False,False,7.712525667351129,96090,Other,1
11487843,KINGMAKER RACEDAYS LIMITED,active,ltd,2018-07-27,8 Knowle Lane,,Darwen,BB3 0EG,England,['93191'],KINGMAKERRACEDAYS,BB3,KINGMAKERRACEDAYS|BB3,total-exemption-full,2021-10-30,2023-07-30,True,True,93191,False,,,,False,False,7.438740588637919,93191,Other,1
11824136,VSIXTEEN LIMITED,active,ltd,2019-02-13,Flat 9 Barley Close,Victory Close,Staines-Upon-Thames,TW19 7TR,England,['49410'],VSIXTEEN,TW19,VSIXTEEN|TW19,unaudited-abridged,2022-02-28,2024-05-27,True,True,49410,False,,,,False,False,6.888432580424367,49410,Transport,1
11900726,CG PERSONNEL LTD,active,ltd,2019-03-23,11900726 - COMPANIES HOUSE DEFAULT ADDRESS,,Cardiff,CF14 8LH,,"['78109', '78200']",CGPERSONNEL,CF14,CGPERSONNEL|CF14,micro-entity,2022-03-31,2023-12-31,True,True,78109;78200,True,,,,False,False,6.784394250513347,78109,Other,1
11997718,PRESTINE PROFESSIONAL SERVICES LTD,active,ltd,2019-05-15,11997718 - COMPANIES HOUSE DEFAULT ADDRESS,,Cardiff,CF14 8LH,,"['78200', '81299', '85600']",PRESTINEPROFESSIONAL,CF14,PRESTINEPROFESSIONAL|CF14,micro-entity,2022-04-30,2024-01-31,True,True,78200;81299;85600,True,,,,False,False,6.639288158795345,78200,Other,1
12042485,RP CONTRACTING LIMITED,active,ltd,2019-06-10,5 Moelyn Mews,,Harrow,HA1 2RD,United Kingdom,['66290'],RPCONTRACTING,HA1,RPCONTRACTING|HA1,total-exemption-full,2022-06-30,2024-03-31,True,True,66290,False,,,,False,False,6.568104038329911,66290,Other,1
12342743,NURTURE BAR LIMITED,active,ltd,2019-12-02,"293 Battersea Park Rd, Battersea, London Sw11 4lx 293 Battersea Park Road",Battersea,London,SW11 4LX,United Kingdom,['56102'],NURTUREBAR,SW11,NURTUREBAR|SW11,total-exemption-full,2020-12-31,2022-09-30,True,True,56102,False,,,,False,False,6.0889801505817935,56102,Other,1
12344447,BLACK DIAMOND LONDON LIMITED,active,ltd,2019-12-02,"Flat 2, Lavender Court",1 Fallowfields Drive,London,N12 0TA,England,['81299'],BLACKDIAMONDLONDON,N12,BLACKDIAMONDLONDON|N12,null,,2021-09-02,False,True,81299,False,,,,False,False,6.0889801505817935,81299,Buildings,1
12401498,BAIRD RECRUITMENT LTD,active,ltd,2020-01-14,7 Princes Square,,Harrogate,HG1 1ND,England,['78200'],BAIRDRECRUITMENT,HG1,BAIRDRECRUITMENT|HG1,total-exemption-full,2022-01-31,2024-01-31,True,True,78200,False,,,,False,False,5.971252566735113,78200,Other,1
12413515,M&S SHAR LTD,active,ltd,2020-01-20,108 Gloucester Road North,Filton,Bristol,BS34 7PF,England,['63910'],MANDSSHAR,BS34,MANDSSHAR|BS34,total-exemption-full,2023-01-31,2024-10-31,True,True,63910,False,,,,False,False,5.95482546201232,63910,Other,1
12434784,FRH BUILDING LTD,active,ltd,2020-01-31,27a Telford Road,,Clacton-On-Sea,CO15 4LP,England,['41202'],FRHBUILDING,CO15,FRHBUILDING|CO15,,,2021-10-31,False,True,41202,False,,,,False,False,5.924709103353867,41202,Buildings,1
12457116,MEAH LOGISTICS LTD,active,ltd,2020-02-12,39 Moorton Avenue,,Manchester,M19 0NQ,England,['49390'],MEAHLOGISTICS,M19,MEAHLOGISTICS|M19,,,2021-11-12,False,True,49390,False,,,,False,False,5.891854893908282,49390,Transport,1
12479319,RCONSTRUCTION4UK LTD,active,ltd,2020-02-24,68 St. Georges Road,,Dagenham,RM9 5JT,England,['41202'],RCONSTRUCTION4UK,RM9,RCONSTRUCTION4UK|RM9,,,2021-11-24,False,True,41202,False,,,,False,False,5.859000684462697,41202,Buildings,1
12483343,NEVAEH COURIERS LTD,active,ltd,2020-02-26,4 Ling Bob,,Halifax,HX2 0QE,England,['53202'],NEVAEHCOURIERS,HX2,NEVAEHCOURIERS|HX2,,,2021-11-26,False,True,53202,False,,,,False,False,5.853524982888432,53202,Transport,1
12627903,SPICEBOX CURRY HOUSES LTD,active,ltd,2020-05-27,58 Hoe Street,,London,E17 4PG,England,['56101'],SPICEBOXCURRYHOUSES,E17,SPICEBOXCURRYHOUSES|E17,total-exemption-full,2021-09-30,2023-09-30,True,True,56101,False,,,,False,False,5.604380561259411,56101,Other,1
NI616017,HENDERSON'S NORTH ST LIMITED,active,ltd,2012-12-18,57-59 North St,,Lurgan,BT67 9AG,,['47210'],HENDERSONSNORTHST,BT67,HENDERSONSNORTHST|BT67,total-exemption-full,2020-04-30,2022-04-30,True,True,47210,False,,,,False,False,13.043121149897331,47210,Other,1
SC449762,W W & J MCCLURE LTD,active,ltd,2013-05-10,C/O Frp Advisory Trading Ltd Apex 3,95 Haymarket Terrace,Edinburgh,EH12 5HD,,['69102'],WWANDJMCCLURE,EH12,WWANDJMCCLURE|EH12,total-exemption-full,2019-12-31,2021-09-30,True,True,69102,False,,,,False,False,12.65160848733744,69102,Other,1
SC461217,TALKADOODLEDOO LTD,active,ltd,2013-10-10,50/8 Coltbridge Avenue,,Edinburgh,EH12 6AH,,['59113'],TALKADOODLEDOO,EH12,TALKADOODLEDOO|EH12,total-exemption-full,2020-03-30,2022-05-31,True,True,59113,False,,,,False,False,12.232717316906228,59113,Other,1
SC499114,CLOCK CAFE LEITH LTD,active,ltd,2015-02-27,2 Victoria Place,Rutherglen,Glasgow,G73 2JP,,['56102'],CLOCKCAFELEITH,G73,CLOCKCAFELEITH|G73,total-exemption-full,2020-02-29,2021-11-30,True,True,56102,False,,,,False,False,10.850102669404517,56102,Other,1
SC549397,TASTEEZ WHOLESALE DISTRIBUTION LIMITED,active,ltd,2016-11-03,22 Backbrae Street,Kilsyth,Glasgow,G65 0NH,Scotland,['46900'],TASTEEZWHOLESALEDISTRIBUTION,G65,TASTEEZWHOLESALEDISTRIBUTION|G65,unaudited-abridged,2020-11-30,2022-08-31,True,True,46900,False,,,,False,False,9.166324435318275,46900,Other,1
SC586168,FAIRMILE MAINTENANCE CO LTD.,active,ltd,2018-01-19,27 Lauriston Street,,Edinburgh,EH3 9DQ,Scotland,['96090'],FAIRMILEMAINTENANCECO,EH3,FAIRMILEMAINTENANCECO|EH3,total-exemption-full,2024-01-31,2025-10-31,True,True,96090,False,,,,False,False,7.956194387405886,96090,Other,1
SC607047,EM FOOD DISTRIBUTION LTD,active,ltd,2018-09-03,154 Reid Street,,Glasgow,G40 4EN,Scotland,['56290'],EMFOODDISTRIBUTION,G40,EMFOODDISTRIBUTION|G40,total-exemption-full,2020-09-30,2022-06-30,True,True,56290,False,,,,False,False,7.3347022587268995,56290,Other,1
SC613344,NU-TECH SOLUTIONS LTD,active,ltd,2018-11-12,22 Wells Street,,Inverness,IV3 5JT,United Kingdom,['43210'],NUTECHSOLUTIONS,IV3,NUTECHSOLUTIONS|IV3,,,2020-11-12,False,True,43210,False,,,,False,False,7.143052703627652,43210,Buildings,1
SC617898,FIELDER AI LIMITED,active,ltd,2019-01-11,Kinburn Castle,Doubledykes Road,St. Andrews,KY16 9DR,Scotland,['62090'],FIELDERAI,KY16,FIELDERAI|KY16,total-exemption-full,2023-01-31,2024-10-31,True,True,62090,False,,,,False,False,6.978781656399726,62090,Other,1
SC632180,KYLE 1 ENTERPRISE LTD,active,ltd,2019-05-31,42 Nithsdale Road,,Glasgow,G41 2AN,Scotland,['42990'],KYLE1ENTERPRISE,G41,KYLE1ENTERPRISE|G41,,,2021-05-31,False,True,42990,False,,,,False,False,6.595482546201232,42990,Buildings,1
SC640218,PRESTON SCAFFOLDING LIMITED,active,ltd,2019-08-30,79 Friarscourt Avenue,,Glasgow,G13 2EN,United Kingdom,['43991'],PRESTONSCAFFOLDING,G13,PRESTONSCAFFOLDING|G13,,,2021-05-30,False,True,43991,False,,,,False,False,6.346338124572211,43991,Buildings,1
SC642721,TARMAX SURFACING LTD,active,ltd,2019-09-26,101 Rose Street South Lane,,Edinburgh,EH2 3JG,United Kingdom,['42110'],TARMAXSURFACING,EH2,TARMAXSURFACING|EH2,,,2021-06-26,False,True,42110,False,,,,False,False,6.272416153319644,42110,Buildings,1
SC642784,WMD HAMILTON LTD,active,ltd,2019-09-26,4d Auchingramont Road,,Hamilton,ML3 6JT,Scotland,['69201'],WMDHAMILTON,ML3,WMDHAMILTON|ML3,total-exemption-full,2022-09-30,2024-06-30,True,True,69201,False,,,,False,False,6.272416153319644,69201,Other,1
SC644036,ADVENTURE WOOD CHILDCARE (DENNY) LTD,active,ltd,2019-10-09,"Suite 14, 98 Woodlands Road",,Glasgow,G3 6HB,Scotland,['85100'],ADVENTUREWOODCHILDCAREDENNY,G3,ADVENTUREWOODCHILDCAREDENNY|G3,total-exemption-full,2021-10-31,2023-07-31,True,True,85100,False,,,,False,False,6.236824093086927,85100,Other,1
07800438,BELLINI CORPORATION LIMITED,active,ltd,2011-10-06,211 Fulham Palace Road,,London,W6 8QX,,,BELLINICORPORATION,W6,BELLINICORPORATION|W6,null,,2013-07-06,False,True,,False,,,,False,False,14.245037645448322,,Other,0
11786882,FLAMES (BURTON) LTD,active,ltd,2019-01-24,23 Derby Street,,Burton On Trent,DE14 2LA,England,['56103'],FLAMESBURTON,DE14,FLAMESBURTON|DE14,unaudited-abridged,2023-01-31,2024-10-31,True,True,56103,False,,,,False,False,6.9431895961670085,56103,Other,0
12356357,PRIMA NURSERY LTD,active,ltd,2019-12-10,White City Community Centre,India Way,London,W12 7QT,England,['88910'],PRIMANURSERY,W12,PRIMANURSERY|W12,,,2021-09-10,False,True,88910,False,,,,False,False,6.067077344284736,88910,Other,0
12439419,LOGISTICS PROJECT CONSULTANCY LIMITED,active,ltd,2020-02-03,78 Coleridge Way,,Crewe,CW1 5LE,England,['70229'],LOGISTICSPROJECTCONSULTANCY,CW1,LOGISTICSPROJECTCONSULTANCY|CW1,,,2021-11-03,False,True,70229,False,,,,False,False,5.916495550992471,70229,Other,0
12465177,RED RUBY FOOD LTD,active,ltd,2020-02-15,111 Boundary Road,,London,NW8 0RG,England,['47810'],REDRUBYFOOD,NW8,REDRUBYFOOD|NW8,,,2021-11-15,False,True,47810,False,,,,False,False,5.883641341546886,47810,Other,0
12467998,RIVERSIDE BRIDGE PUB CO LTD,active,ltd,2020-02-17,11 Wren Close,Syston,Leicester,LE7 1ZS,England,['56302'],RIVERSIDEBRIDGEPUBCO,LE7,RIVERSIDEBRIDGEPUBCO|LE7,,,2021-11-17,False,True,56302,False,,,,False,False,5.878165639972622,56302,Other,0
12480023,BURGER AND BUNS LTD,active,ltd,2020-02-24,Kemp House 160 City Road,,London,EC1V 2NX,England,['56103'],BURGERANDBUNS,EC1V,BURGERANDBUNS|EC1V,,,2021-11-24,False,True,56103,False,,,,False,False,5.859000684462697,56103,Other,0
12530815,ZJ CONSULTANCY U.K LIMITED,active,ltd,2020-03-23,2 Avenue Close,,Birmingham,B7 4NU,England,['69201'],ZJCONSULTANCYUK,B7,ZJCONSULTANCYUK|B7,,,2021-12-23,False,True,69201,False,,,,False,False,5.782340862422998,69201,Other,0
NI661444,B.I.L FURNISHINGS LTD,active,ltd,2019-05-15,Suite 4 Commercial Mews,93-97 Main Street,Larne,BT40 1HJ,Northern Ireland,['47910'],BILFURNISHINGS,BT40,BILFURNISHINGS|BT40,,,2021-05-15,False,True,47910,False,,,,False,False,6.639288158795345,47910,Other,0
NI667090,LAGAN BROS LIMITED,active,ltd,2020-01-17,15 Ballygrooby Road,Moneymore,Magherafelt,BT45 7SR,Northern Ireland,['77310'],LAGANBROS,BT45,LAGANBROS|BT45,,,2021-10-17,False,True,77310,False,,,,False,False,5.963039014373717,77310,Other,0
SC034143,CLYDE PIPEWORKS LIMITED,active,ltd,1959-07-06,280 Kirkintilloch Road,Bishopbriggs,Glasgow,,,,CLYDEPIPEWORKS,,CLYDEPIPEWORKS|,null,,1989-08-31,False,True,,False,,,,False,False,66.49691991786447,,Other,0
SC037439,WILLIAM V. FLEMING & COMPANY LIMITED,active,ltd,1962-03-30,Dalziel House,7 Claremont Terrace,Glasgow,G3 7XR,,,WILLIAMVFLEMINGANDCOMPANY,G3,WILLIAMVFLEMINGANDCOMPANY|G3,no-accounts-type-available,,1992-03-31,False,True,,False,,,,False,False,63.76454483230664,,Other,0
SC628262,CABLE CUTS LIMITED,active,ltd,2019-04-23,Unit 1 Alloa Trade Centre,Bruce Street,Alloa,FK10 1RX,United Kingdom,['47910'],CABLECUTS,FK10,CABLECUTS|FK10,unaudited-abridged,2022-04-30,2024-01-31,True,True,47910,False,,,,False,False,6.699520876112252,47910,Other,0
SC638850,TASTE OF ASIA PRIVATE LTD,active,ltd,2019-08-14,21 Glasgow Road,,Wishaw,ML2 7PG,Scotland,['56103'],TASTEOFASIAPRIVATE,ML2,TASTEOFASIAPRIVATE|ML2,,,2021-05-14,False,True,56103,False,,,,False,False,6.3901437371663246,56103,Other,0
SC639016,FLAWLESS GLASGOW TRAINING ACADEMY LTD,active,ltd,2019-08-16,125 Dumbarton Road,,Glasgow,G11 6PR,Scotland,['85590'],FLAWLESSGLASGOWTRAININGACADEMY,G11,FLAWLESSGLASGOWTRAININGACADEMY|G11,unaudited-abridged,2022-08-31,2023-12-27,True,True,85590,False,,,,False,False,6.38466803559206,85590,Other,0
SC640843,ZOOM MOTOR FINANCE LTD,active,ltd,2019-09-05,120 Platinum House,120 Carnegie Road,Glasgow,G52 4JZ,Scotland,['64999'],ZOOMMOTORFINANCE,G52,ZOOMMOTORFINANCE|G52,,,2021-06-05,False,True,64999,False,,,,False,False,6.329911019849418,64999,Other,0
SC642566,BAGELS & BAKES LTD,active,ltd,2019-09-25,91 Saltmarket,,Glasgow,G1 5LE,Scotland,['56103'],BAGELSANDBAKES,G1,BAGELSANDBAKES|G1,,,2021-06-25,False,True,56103,False,,,,False,False,6.275154004106776,56103,Other,0
SC643540,MEHAKH & CO LTD,active,ltd,2019-10-04,12 Raeburn Road,,Larbert,FK5 4GU,Scotland,['56103'],MEHAKHANDCO,FK5,MEHAKHANDCO|FK5,,,2021-07-04,False,True,56103,False,,,,False,False,6.250513347022587,56103,Other,0
